Gender,State,MaritalStatus,HasChild,Salary,Rate,SingleExemp,MarriedExemp,ChildExemp
M,CA,S,N,8,18.0,87,0,0
M,NH,M,Y,17,0.0,0,0,0
F,MD,M,N,48,25.0,0,4800,0
F,PA,S,N,26,16.0,0,0,0
F,RI,S,Y,16,0.0,0,0,0
M,NH,S,N,26,0.0,0,0,0
F,PA,S,Y,44,16.0,0,0,0
M,LA,S,N,25,32.0,4500,0,0
F,AL,S,N,22,26.0,1500,0,0
M,MD,S,Y,45,25.0,2400,0,2400
M,VA,M,Y,38,30.0,0,1800,900
M,RI,S,Y,0,0.0,0,0,0
M,MT,S,Y,7,37.0,1900,0,1900
F,NE,M,N,2,17.0,0,206,0
F,WI,S,N,33,30.0,700,0,0
M,AL,S,Y,16,26.0,1500,0,300
M,LA,M,Y,28,32.0,0,9000,1000
M,DE,S,Y,39,31.0,110,0,110
F,MT,M,N,31,37.0,0,3800,0
M,MT,S,N,0,5.0,1900,0,0
M,OH,M,N,37,16.0,0,2600,0
M,GA,M,Y,19,32.0,0,5400,3000
F,HI,S,N,21,44.0,1040,0,0
F,OK,S,N,34,33.0,1000,0,0
M,AR,M,N,10,27.0,0,40,0
M,PA,S,N,44,16.0,0,0,0
F,FL,S,N,45,0.0,0,0,0
M,VT,M,Y,15,19.0,0,6600,3300
M,AZ,M,Y,27,19.0,0,4200,2300
F,GA,S,Y,9,32.0,2700,0,3000
M,NV,S,Y,10,0.0,0,0,0
M,AL,M,Y,0,17.0,0,3000,300
F,OR,M,Y,2,45.0,0,318,159
M,AL,M,Y,40,26.0,0,3000,300
M,ID,S,N,40,41.0,3300,0,0
M,ND,M,N,28,12.0,0,6600,0
F,SC,M,N,14,37.0,0,6600,0
M,LA,S,Y,46,32.0,4500,0,1000
F,CT,S,N,37,26.0,12750,0,0
M,KY,S,N,3,12.0,20,0,0
F,MA,M,N,15,28.0,0,7150,0
M,NJ,M,Y,19,9.0,0,2000,1500
F,IA,S,Y,15,26.0,40,0,40
F,OK,S,Y,38,33.0,1000,0,1000
F,NH,M,N,9,0.0,0,0,0
F,IL,M,Y,35,16.0,0,4000,2000
F,TN,M,Y,16,0.0,0,0,0
F,CA,S,N,46,49.0,87,0,0
M,IL,M,Y,34,16.0,0,4000,2000
M,WI,M,Y,7,25.0,0,1400,400
M,RI,M,N,15,0.0,0,0,0
F,DC,M,Y,30,48.0,0,2740,1370
F,TN,M,N,25,0.0,0,0,0
F,VT,M,Y,28,22.0,0,6600,3300
F,MO,M,N,12,32.0,0,4200,0
F,RI,S,N,43,0.0,0,0,0
M,NC,M,N,9,33.0,0,6600,0
F,UT,S,N,9,37.0,2475,0,0
F,AL,S,N,20,26.0,1500,0,0
F,IL,M,Y,30,16.0,0,4000,2000
F,WA,M,Y,41,0.0,0,0,0
F,CA,M,Y,48,49.0,0,174,272
F,AR,M,Y,28,37.0,0,40,20
M,FL,S,Y,31,0.0,0,0,0
M,OK,S,Y,12,33.0,1000,0,1000
F,WI,S,Y,29,29.0,700,0,400
M,HI,S,Y,3,12.0,1040,0,1040
M,MT,S,N,20,37.0,1900,0,0
M,OK,M,N,22,33.0,0,2000,0
F,AR,M,N,39,37.0,0,40,0
F,HI,M,Y,21,44.0,0,2080,1040
M,ME,S,N,38,45.0,2850,0,0
M,ME,M,Y,42,45.0,0,5700,2850
F,MA,S,Y,23,28.0,3575,0,1000
M,NE,M,Y,33,36.0,0,206,103
M,WY,M,N,36,0.0,0,0,0
M,MT,S,N,14,37.0,1900,0,0
F,OK,S,Y,42,33.0,1000,0,1000
F,SD,S,N,35,0.0,0,0,0
F,MO,S,Y,13,32.0,2100,0,1200
M,NJ,M,N,46,13.0,0,2000,0
M,MA,M,Y,39,28.0,0,7150,1000
M,WY,M,N,8,0.0,0,0,0
F,NC,M,N,43,40.0,0,6600,0
M,CO,S,N,34,24.0,0,0,0
F,IA,M,Y,29,48.0,0,80,40
F,PR,M,Y,4,0.0,0,0,0
F,TX,S,N,27,0.0,0,0,0
M,MS,S,Y,40,26.0,6000,0,1500
F,AK,S,Y,24,0.0,0,0,0
M,MI,S,Y,42,20.0,3100,0,3100
F,KS,S,N,1,18.0,2250,0,0
M,VA,M,N,13,30.0,0,1800,0
M,UT,M,Y,30,37.0,0,4950,2475
F,TN,S,Y,47,0.0,0,0,0
M,IN,S,N,47,18.0,1000,0,0
F,MN,M,Y,13,30.0,0,6600,3300
F,NE,M,N,35,36.0,0,206,0
M,NH,S,N,39,0.0,0,0,0
M,CT,M,N,44,26.0,0,24500,0
F,KS,M,N,10,25.0,0,4500,0
F,KS,M,N,1,18.0,0,4500,0
F,OH,M,N,21,10.0,0,2600,0
M,CA,M,N,32,49.0,0,174,0
M,WV,S,Y,22,29.0,2000,0,2000
M,TX,M,N,8,0.0,0,0,0
F,ID,M,N,9,37.0,0,6600,0
M,NV,S,N,11,0.0,0,0,0
M,ID,S,Y,46,41.0,3300,0,3300
F,WV,S,N,34,34.0,2000,0,0
M,LA,M,Y,24,32.0,0,9000,1000
M,UT,M,N,13,37.0,0,4950,0
F,PR,M,N,26,0.0,0,0,0
F,AZ,S,N,0,15.0,2100,0,0
F,TX,S,N,18,0.0,0,0,0
F,PA,S,Y,0,16.0,0,0,0
F,CO,M,Y,49,24.0,0,0,0
F,NJ,M,Y,30,10.0,0,2000,1500
F,OH,M,N,30,13.0,0,2600,0
F,NY,M,N,47,24.0,0,0,0
M,AR,S,N,3,10.0,20,0,0
F,NY,M,Y,48,24.0,0,0,1000
M,PA,M,Y,28,16.0,0,0,0
F,TX,M,N,13,0.0,0,0,0
F,VA,M,Y,13,30.0,0,1800,900
F,OK,S,Y,8,33.0,1000,0,1000
M,CO,S,N,48,24.0,0,0,0
F,DC,M,N,19,48.0,0,2740,0
M,ME,S,N,2,10.0,2850,0,0
M,UT,S,N,31,37.0,2475,0,0
M,MA,S,Y,8,28.0,3575,0,1000
F,MO,M,Y,17,32.0,0,4200,1200
M,TX,M,N,34,0.0,0,0,0
M,OR,M,N,41,48.0,0,318,0
F,AR,M,N,6,18.0,0,40,0
M,AL,M,Y,17,26.0,0,3000,300
F,ID,S,N,14,41.0,3300,0,0
M,IA,M,Y,33,48.0,0,80,40
F,AZ,S,Y,30,19.0,2100,0,2300
M,LA,M,Y,43,32.0,0,9000,1000
M,VA,S,Y,2,12.0,900,0,900
M,NE,S,Y,33,36.0,103,0,103
F,CT,M,N,19,26.0,0,24500,0
F,IA,M,Y,11,19.0,0,80,40
M,TX,M,N,28,0.0,0,0,0
M,WA,S,N,27,0.0,0,0,0
M,KS,S,N,14,33.0,2250,0,0
F,WA,M,Y,30,0.0,0,0,0
M,ID,S,N,5,25.0,3300,0,0
F,MD,M,Y,17,25.0,0,4800,2400
M,PA,M,N,34,16.0,0,0,0
M,AL,M,N,21,26.0,0,3000,0
F,MT,M,Y,22,37.0,0,3800,1900
F,OH,M,N,44,18.0,0,2600,0
M,KY,M,N,45,32.0,0,40,0
F,DE,M,Y,34,31.0,0,220,110
F,MI,S,Y,13,20.0,3100,0,3100
M,IA,M,Y,34,48.0,0,80,40
M,VT,S,N,21,20.0,3300,0,0
M,WY,S,N,35,0.0,0,0,0
F,ND,M,N,46,15.0,0,6600,0
F,MS,S,N,34,26.0,6000,0,0
F,MN,S,N,20,34.0,3300,0,0
M,SD,S,Y,19,0.0,0,0,0
M,MD,M,Y,30,25.0,0,4800,2400
M,LA,M,Y,33,32.0,0,9000,1000
M,KY,M,Y,34,30.0,0,40,20
F,ND,S,Y,37,14.0,3300,0,3300
M,ND,M,N,10,11.0,0,6600,0
F,LA,M,Y,27,32.0,0,9000,1000
M,TN,S,Y,25,0.0,0,0,0
F,VA,M,N,20,30.0,0,1800,0
M,OK,S,N,25,33.0,1000,0,0
F,NE,M,N,35,36.0,0,206,0
M,NM,S,N,14,28.0,3300,0,0
F,IN,S,Y,6,18.0,1000,0,1000
M,OH,S,Y,22,11.0,1300,0,1300
F,IA,S,Y,36,48.0,40,0,40
M,NC,M,N,18,34.0,0,6600,0
M,OK,M,Y,13,33.0,0,2000,1000
M,VT,M,N,47,26.0,0,6600,0
M,AZ,S,N,41,21.0,2100,0,0
F,NE,S,Y,3,18.0,103,0,103
M,MI,M,N,0,20.0,0,6200,0
M,SD,S,Y,19,0.0,0,0,0
F,ID,S,Y,34,41.0,3300,0,3300
F,MD,S,Y,17,25.0,2400,0,2400
F,MT,M,N,10,37.0,0,3800,0
M,AR,S,N,35,37.0,20,0,0
M,DE,S,N,49,31.0,110,0,0
F,WV,S,N,41,34.0,2000,0,0
M,HI,S,N,49,44.0,1040,0,0
M,GA,S,N,40,32.0,2700,0,0
M,CO,M,N,6,24.0,0,0,0
M,AL,S,Y,35,26.0,1500,0,300
M,VT,M,Y,29,22.0,0,6600,3300
M,NV,M,N,14,0.0,0,0,0
F,AZ,M,N,24,18.0,0,4200,0
F,OH,S,Y,38,16.0,1300,0,1300
F,NE,S,Y,23,36.0,103,0,103
M,PA,S,Y,49,16.0,0,0,0
M,WA,S,N,13,0.0,0,0,0
F,FL,S,Y,2,0.0,0,0,0
F,MO,S,Y,22,32.0,2100,0,1200
F,MA,M,N,40,28.0,0,7150,0
F,ND,M,N,9,11.0,0,6600,0
M,AR,S,Y,22,37.0,20,0,20
F,ID,S,N,10,39.0,3300,0,0
F,RI,S,Y,18,0.0,0,0,0
M,CA,M,Y,2,5.0,0,174,272
M,AL,S,N,23,26.0,1500,0,0
M,NM,S,N,17,28.0,3300,0,0
M,LA,S,N,4,10.0,4500,0,0
M,ND,S,N,48,15.0,3300,0,0
M,GA,M,Y,15,32.0,0,5400,3000
M,IL,S,N,21,16.0,2000,0,0
M,NE,M,Y,12,35.0,0,206,103
M,FL,S,N,20,0.0,0,0,0
M,SD,S,N,0,0.0,0,0,0
M,WV,M,Y,45,34.0,0,4000,2000
M,IA,S,N,33,48.0,40,0,0
F,AL,M,Y,25,26.0,0,3000,300
M,IN,M,Y,3,18.0,0,2000,1000
M,VT,S,N,20,20.0,3300,0,0
M,PA,S,N,5,16.0,0,0,0
M,NV,S,Y,3,0.0,0,0,0
M,VA,S,Y,28,30.0,900,0,900
F,DC,M,Y,18,48.0,0,2740,1370
F,ND,M,Y,40,14.0,0,6600,3300
F,NE,S,N,48,36.0,103,0,0
F,ND,M,Y,37,14.0,0,6600,3300
F,AZ,M,Y,23,18.0,0,4200,2300
M,TN,M,Y,30,0.0,0,0,0
F,IN,M,N,25,18.0,0,2000,0
F,PR,S,N,39,0.0,0,0,0
F,OR,M,Y,30,48.0,0,318,159
M,AR,S,N,13,35.0,20,0,0
F,NY,M,N,38,23.0,0,0,0
M,VT,M,Y,10,19.0,0,6600,3300
F,GA,S,Y,19,32.0,2700,0,3000
M,PA,M,N,20,16.0,0,0,0
M,MA,M,N,47,28.0,0,7150,0
F,MO,M,Y,33,32.0,0,4200,1200
F,TN,S,Y,20,0.0,0,0,0
M,CO,M,Y,33,24.0,0,0,0
F,LA,S,N,8,19.0,4500,0,0
F,DC,M,N,15,48.0,0,2740,0
F,PA,S,N,37,16.0,0,0,0
F,MT,M,N,22,37.0,0,3800,0
M,AK,M,N,2,0.0,0,0,0
F,MA,S,Y,19,28.0,3575,0,1000
F,NY,S,Y,24,22.0,0,0,1000
F,NJ,M,Y,42,13.0,0,2000,1500
M,NV,S,N,19,0.0,0,0,0
M,AK,S,N,26,0.0,0,0,0
M,OH,M,Y,6,5.0,0,2600,1300
F,ME,M,N,4,20.0,0,5700,0
M,NC,M,N,37,39.0,0,6600,0
M,KY,M,N,42,32.0,0,40,0
M,AZ,M,N,45,22.0,0,4200,0
M,ME,S,N,2,10.0,2850,0,0
F,GA,S,N,21,32.0,2700,0,0
F,WV,M,N,2,16.0,0,4000,0
M,OR,S,Y,28,48.0,159,0,159
F,UT,S,N,30,37.0,2475,0,0
F,OK,S,Y,8,33.0,1000,0,1000
F,NC,S,N,37,39.0,3300,0,0
M,IA,S,N,30,48.0,40,0,0
F,KY,S,Y,44,32.0,20,0,20
M,KY,S,N,45,32.0,20,0,0
F,MS,M,N,32,26.0,0,12000,0
M,HI,M,Y,25,44.0,0,2080,1040
M,OK,M,N,6,33.0,0,2000,0
F,SC,S,Y,27,37.0,3300,0,3300
F,IN,M,N,26,18.0,0,2000,0
M,VA,M,N,24,30.0,0,1800,0
M,MA,S,Y,48,28.0,3575,0,1000
M,SD,S,N,18,0.0,0,0,0
F,IL,S,N,28,16.0,2000,0,0
F,OH,M,N,42,18.0,0,2600,0
F,KY,S,N,19,21.0,20,0,0
F,AZ,S,N,31,19.0,2100,0,0
M,AR,M,Y,21,37.0,0,40,20
F,NV,S,N,0,0.0,0,0,0
M,RI,S,N,47,0.0,0,0,0
F,TX,S,Y,33,0.0,0,0,0
M,PA,M,Y,39,16.0,0,0,0
M,MT,M,Y,41,37.0,0,3800,1900
M,NM,S,Y,13,28.0,3300,0,3300
M,MI,S,N,43,20.0,3100,0,0
F,GA,S,N,28,32.0,2700,0,0
F,NM,S,N,45,28.0,3300,0,0
F,ME,S,N,32,45.0,2850,0,0
F,AZ,M,N,11,16.0,0,4200,0
F,PA,S,Y,47,16.0,0,0,0
M,ID,S,Y,37,41.0,3300,0,3300
F,AR,M,Y,43,37.0,0,40,20
M,OK,M,Y,48,33.0,0,2000,1000
M,OR,S,Y,39,48.0,159,0,159
M,AZ,M,Y,45,22.0,0,4200,2300
F,SD,M,N,8,0.0,0,0,0
F,NC,S,Y,17,34.0,3300,0,3300
M,MS,S,N,28,26.0,6000,0,0
F,MA,S,Y,8,28.0,3575,0,1000
M,NV,M,N,46,0.0,0,0,0
F,MT,S,N,7,37.0,1900,0,0
F,FL,M,N,46,0.0,0,0,0
M,TN,S,Y,48,0.0,0,0,0
M,RI,S,Y,19,0.0,0,0,0
M,TX,S,N,6,0.0,0,0,0
F,ME,M,Y,33,45.0,0,5700,2850
F,NH,S,N,48,0.0,0,0,0
M,NH,S,N,2,0.0,0,0,0
F,DC,S,Y,26,48.0,1370,0,1370
F,NH,S,N,36,0.0,0,0,0
F,MD,S,N,46,25.0,2400,0,0
F,IN,S,Y,26,18.0,1000,0,1000
F,CA,M,Y,43,49.0,0,174,272
M,PA,M,N,34,16.0,0,0,0
M,MT,M,Y,26,37.0,0,3800,1900
M,AZ,S,Y,22,18.0,2100,0,2300
M,DC,S,Y,31,48.0,1370,0,1370
M,NJ,M,N,40,12.0,0,2000,0
F,WV,S,Y,44,34.0,2000,0,2000
M,OK,S,Y,20,33.0,1000,0,1000
F,OR,M,Y,12,48.0,0,318,159
M,ND,S,N,40,14.0,3300,0,0
M,NV,S,Y,36,0.0,0,0,0
M,MD,M,Y,9,25.0,0,4800,2400
F,MN,S,Y,29,40.0,3300,0,3300
M,TX,S,Y,25,0.0,0,0,0
M,IN,M,N,10,18.0,0,2000,0
M,NY,M,N,32,23.0,0,0,0
M,ND,S,Y,30,13.0,3300,0,3300
F,CA,M,N,20,48.0,0,174,0
F,HI,M,Y,14,34.0,0,2080,1040
M,NC,S,Y,40,39.0,3300,0,3300
M,FL,S,Y,25,0.0,0,0,0
F,PA,S,Y,39,16.0,0,0,0
M,GA,S,Y,42,32.0,2700,0,3000
F,MA,S,N,10,28.0,3575,0,0
F,MN,M,N,5,28.0,0,6600,0
M,NC,S,Y,11,33.0,3300,0,3300
M,WI,M,Y,20,27.0,0,1400,400
F,NE,M,Y,8,28.0,0,206,103
M,UT,M,N,45,37.0,0,4950,0
F,NJ,M,Y,41,12.0,0,2000,1500
F,MD,M,Y,5,25.0,0,4800,2400
F,ME,S,Y,24,45.0,2850,0,2850
M,MA,M,Y,8,28.0,0,7150,1000
M,DC,S,Y,5,24.0,1370,0,1370
M,UT,M,Y,0,20.0,0,4950,2475
F,OK,M,N,29,33.0,0,2000,0
F,AL,S,N,9,26.0,1500,0,0
M,WA,M,N,27,0.0,0,0,0
F,AK,S,N,19,0.0,0,0,0
F,CA,M,Y,20,49.0,0,174,272
F,KY,S,N,39,32.0,20,0,0
F,NV,S,N,26,0.0,0,0,0
M,AK,S,Y,23,0.0,0,0,0
M,TN,S,Y,23,0.0,0,0,0
F,AK,M,Y,24,0.0,0,0,0
M,KY,S,Y,21,22.0,20,0,20
F,WY,M,N,31,0.0,0,0,0
F,WY,M,Y,44,0.0,0,0,0
M,SD,S,Y,45,0.0,0,0,0
F,NJ,M,Y,35,11.0,0,2000,1500
M,AK,S,Y,45,0.0,0,0,0
M,MS,M,Y,21,26.0,0,12000,1500
F,NM,M,Y,2,9.0,0,6600,3300
M,NY,M,N,29,23.0,0,0,0
F,AR,S,Y,29,37.0,20,0,20
M,HI,S,Y,32,44.0,1040,0,1040
M,HI,M,N,47,44.0,0,2080,0
F,OR,S,N,0,26.0,159,0,0
F,UT,S,N,38,37.0,2475,0,0
M,ND,S,Y,14,11.0,3300,0,3300
F,OR,M,Y,14,48.0,0,318,159
F,CO,S,N,16,24.0,0,0,0
F,MO,M,Y,29,32.0,0,4200,1200
F,MT,M,N,48,37.0,0,3800,0
M,AK,M,Y,12,0.0,0,0,0
M,WI,S,Y,19,27.0,700,0,400
F,KS,M,N,41,34.0,0,4500,0
F,VT,S,N,42,25.0,3300,0,0
M,IN,S,N,14,18.0,1000,0,0
M,IN,M,N,4,18.0,0,2000,0
M,AR,S,Y,2,6.0,20,0,20
M,WI,M,Y,49,33.0,0,1400,400
F,NJ,M,N,47,13.0,0,2000,0
F,MN,S,Y,49,42.0,3300,0,3300
F,GA,S,Y,41,32.0,2700,0,3000
F,MA,M,N,43,28.0,0,7150,0
F,DC,S,Y,37,48.0,1370,0,1370
M,NY,M,N,21,22.0,0,0,0
M,OH,S,Y,36,16.0,1300,0,1300
M,AZ,M,N,2,15.0,0,4200,0
M,VT,M,Y,10,19.0,0,6600,3300
M,DC,M,N,48,48.0,0,2740,0
M,DC,S,N,40,48.0,1370,0,0
F,ID,S,N,7,29.0,3300,0,0
F,WV,S,N,39,34.0,2000,0,0
M,LA,M,N,1,10.0,0,9000,0
M,ME,M,Y,39,45.0,0,5700,2850
F,UT,M,Y,9,37.0,0,4950,2475
M,WI,S,Y,25,28.0,700,0,400
F,DE,S,Y,47,31.0,110,0,110
F,OH,S,N,38,16.0,1300,0,0
F,KY,S,Y,33,29.0,20,0,20
M,NE,M,Y,10,31.0,0,206,103
F,KY,M,N,20,22.0,0,40,0
M,NV,S,N,6,0.0,0,0,0
F,ME,S,Y,22,45.0,2850,0,2850
M,PA,S,Y,28,16.0,0,0,0
M,NJ,M,N,13,8.0,0,2000,0
M,AL,M,N,7,26.0,0,3000,0
F,WV,M,N,11,20.0,0,4000,0
F,MS,S,N,0,16.0,6000,0,0
M,AL,M,N,20,26.0,0,3000,0
F,OH,M,N,9,6.0,0,2600,0
M,DC,S,Y,26,48.0,1370,0,1370
F,OH,S,Y,16,8.0,1300,0,1300
M,DC,S,Y,24,48.0,1370,0,1370
F,AR,S,Y,24,37.0,20,0,20
M,LA,M,Y,1,10.0,0,9000,1000
M,GA,S,Y,24,32.0,2700,0,3000
F,MA,S,N,35,28.0,3575,0,0
M,PR,M,Y,40,0.0,0,0,0
F,NM,S,N,8,28.0,3300,0,0
F,NM,S,Y,7,28.0,3300,0,3300
M,NM,M,N,30,28.0,0,6600,0
M,HI,M,Y,37,44.0,0,2080,1040
M,CA,M,N,4,10.0,0,174,0
M,AL,M,N,20,26.0,0,3000,0
F,WA,M,Y,31,0.0,0,0,0
F,MN,S,Y,39,42.0,3300,0,3300
M,CO,M,N,44,24.0,0,0,0
M,CT,M,N,23,26.0,0,24500,0
M,WI,M,N,4,24.0,0,1400,0
F,SD,S,N,26,0.0,0,0,0
M,NV,M,N,19,0.0,0,0,0
M,WY,S,N,46,0.0,0,0,0
F,OK,M,N,47,33.0,0,2000,0
M,WV,M,N,38,34.0,0,4000,0
M,ID,M,Y,28,41.0,0,6600,3300
F,MO,M,N,23,32.0,0,4200,0
M,WY,S,Y,14,0.0,0,0,0
M,ND,M,N,8,11.0,0,6600,0
F,VT,S,N,0,19.0,3300,0,0
M,MD,S,N,33,25.0,2400,0,0
F,WV,M,Y,38,34.0,0,4000,2000
M,WY,S,N,7,0.0,0,0,0
M,DE,M,Y,11,18.0,0,220,110
M,TX,S,Y,15,0.0,0,0,0
F,NJ,M,Y,4,7.0,0,2000,1500
M,DC,M,N,14,47.0,0,2740,0
F,MS,M,Y,7,26.0,0,12000,1500
F,GA,M,N,37,32.0,0,5400,0
F,MA,S,N,49,28.0,3575,0,0
M,CT,S,N,44,26.0,12750,0,0
F,MO,S,N,1,15.0,2100,0,0
F,NE,M,N,8,28.0,0,206,0
M,CO,M,N,36,24.0,0,0,0
F,NV,S,Y,30,0.0,0,0,0
M,HI,S,Y,9,23.0,1040,0,1040
M,OK,S,N,42,33.0,1000,0,0
M,AZ,M,N,43,21.0,0,4200,0
F,IA,M,N,2,5.0,0,80,0
M,ND,M,Y,41,14.0,0,6600,3300
M,PA,M,N,2,16.0,0,0,0
M,PA,M,Y,0,16.0,0,0,0
M,MI,S,Y,48,20.0,3100,0,3100
M,MD,M,N,14,25.0,0,4800,0
F,IN,S,N,24,18.0,1000,0,0
M,WV,M,Y,24,30.0,0,4000,2000
F,MI,S,N,18,20.0,3100,0,0
M,NV,S,N,15,0.0,0,0,0
F,CA,S,N,16,39.0,87,0,0
M,NJ,S,N,12,7.0,1000,0,0
F,OR,M,N,38,48.0,0,318,0
F,MS,S,Y,17,26.0,6000,0,1500
M,KY,S,Y,49,32.0,20,0,20
F,NY,M,N,37,23.0,0,0,0
M,MN,S,N,25,37.0,3300,0,0
M,CA,M,N,23,49.0,0,174,0
F,HI,M,Y,8,23.0,0,2080,1040
F,SD,M,N,11,0.0,0,0,0
M,AZ,S,Y,9,16.0,2100,0,2300
F,NV,S,N,33,0.0,0,0,0
M,SC,S,N,22,37.0,3300,0,0
M,RI,S,Y,11,0.0,0,0,0
M,MD,S,Y,5,25.0,2400,0,2400
F,AL,M,Y,2,26.0,0,3000,300
F,DE,S,N,17,22.0,110,0,0
M,MD,S,N,48,25.0,2400,0,0
F,OK,S,N,1,7.0,1000,0,0
M,NV,M,Y,27,0.0,0,0,0
F,DC,S,Y,17,48.0,1370,0,1370
M,ND,M,N,11,11.0,0,6600,0
F,ME,S,Y,49,45.0,2850,0,2850
F,VT,S,Y,2,19.0,3300,0,3300
M,DC,S,Y,23,48.0,1370,0,1370
M,KY,M,Y,31,28.0,0,40,20
F,KS,S,Y,27,34.0,2250,0,2250
M,RI,S,Y,25,0.0,0,0,0
F,IL,M,N,26,16.0,0,4000,0
M,OH,M,Y,22,11.0,0,2600,1300
M,IA,S,Y,29,48.0,40,0,40
F,HI,S,N,46,44.0,1040,0,0
M,ID,M,Y,35,41.0,0,6600,3300
F,AZ,M,N,39,21.0,0,4200,0
F,TX,M,Y,18,0.0,0,0,0
F,ID,S,N,17,41.0,3300,0,0
M,CT,S,Y,15,26.0,12750,0,0
F,LA,S,N,32,32.0,4500,0,0
M,MS,S,Y,11,26.0,6000,0,1500
M,CT,M,Y,44,26.0,0,24500,0
M,DE,M,Y,12,18.0,0,220,110
F,MO,M,Y,0,8.0,0,4200,1200
M,ID,M,N,6,28.0,0,6600,0
M,CA,S,N,8,18.0,87,0,0
F,IN,S,N,46,18.0,1000,0,0
F,OR,M,N,2,39.0,0,318,0
F,VA,S,Y,49,30.0,900,0,900
M,CO,M,N,11,24.0,0,0,0
M,CT,S,N,3,16.0,12750,0,0
F,HI,S,N,3,12.0,1040,0,0
F,NM,M,N,20,28.0,0,6600,0
M,DC,M,Y,41,48.0,0,2740,1370
M,WI,S,Y,21,28.0,700,0,400
M,MT,S,N,36,37.0,1900,0,0
F,KS,S,Y,44,34.0,2250,0,2250
F,NV,S,N,3,0.0,0,0,0
M,AK,M,Y,46,0.0,0,0,0
M,SC,M,Y,24,37.0,0,6600,3300
F,WI,S,Y,39,31.0,700,0,400
F,VT,M,Y,19,20.0,0,6600,3300
F,DC,S,N,25,48.0,1370,0,0
M,WI,M,N,37,30.0,0,1400,0
F,UT,M,N,25,37.0,0,4950,0
M,DC,S,N,20,48.0,1370,0,0
M,WV,M,N,11,21.0,0,4000,0
F,ME,S,Y,0,10.0,2850,0,2850
F,TX,S,Y,8,0.0,0,0,0
M,SD,M,N,24,0.0,0,0,0
F,MS,S,N,29,26.0,6000,0,0
M,ND,S,N,35,13.0,3300,0,0
M,OK,S,N,14,33.0,1000,0,0
M,VT,M,N,26,21.0,0,6600,0
M,MO,M,N,38,32.0,0,4200,0
F,CT,M,Y,11,26.0,0,24500,0
F,NV,M,N,14,0.0,0,0,0
F,AL,S,N,15,26.0,1500,0,0
M,SC,M,N,41,37.0,0,6600,0
F,MD,M,Y,34,25.0,0,4800,2400
F,CA,M,N,46,49.0,0,174,0
F,SD,S,Y,33,0.0,0,0,0
M,NH,S,N,12,0.0,0,0,0
F,ME,M,N,12,45.0,0,5700,0
M,CA,S,Y,13,32.0,87,0,272
F,KY,S,Y,17,20.0,20,0,20
M,SD,S,N,27,0.0,0,0,0
M,TX,M,N,37,0.0,0,0,0
M,NM,S,N,8,28.0,3300,0,0
F,UT,S,Y,36,37.0,2475,0,2475
F,HI,M,N,13,32.0,0,2080,0
F,OR,S,N,32,48.0,159,0,0
F,NV,S,N,7,0.0,0,0,0
F,TX,S,Y,36,0.0,0,0,0
M,MO,S,Y,15,32.0,2100,0,1200
F,NJ,S,Y,26,10.0,1000,0,1500
M,DC,S,Y,36,48.0,1370,0,1370
F,OK,S,N,6,33.0,1000,0,0
M,NE,M,Y,47,36.0,0,206,103
F,CT,M,N,14,26.0,0,24500,0
M,ID,S,Y,39,41.0,3300,0,3300
M,MO,M,Y,5,32.0,0,4200,1200
M,ND,S,N,5,11.0,3300,0,0
M,RI,S,Y,47,0.0,0,0,0
F,AR,S,N,7,19.0,20,0,0
M,KY,M,N,1,10.0,0,40,0
F,IA,M,N,46,48.0,0,80,0
M,AR,M,N,47,37.0,0,40,0
F,NY,M,N,13,22.0,0,0,0
F,OR,M,Y,14,48.0,0,318,159
M,KS,S,Y,8,21.0,2250,0,2250
M,GA,M,N,12,32.0,0,5400,0
M,NM,S,Y,15,28.0,3300,0,3300
F,WI,M,N,16,27.0,0,1400,0
M,HI,S,Y,29,44.0,1040,0,1040
F,DC,S,N,44,48.0,1370,0,0
M,IA,M,N,7,13.0,0,80,0
M,IL,S,Y,49,16.0,2000,0,2000
F,RI,M,N,14,0.0,0,0,0
F,AL,S,Y,28,26.0,1500,0,300
F,MS,S,N,3,22.0,6000,0,0
F,ID,M,N,38,41.0,0,6600,0
M,NC,M,N,24,36.0,0,6600,0
M,KS,M,N,11,27.0,0,4500,0
M,NM,M,Y,22,28.0,0,6600,3300
F,HI,S,Y,26,44.0,1040,0,1040
M,NY,M,Y,28,23.0,0,0,1000
M,NY,M,Y,27,22.0,0,0,1000
F,CT,S,N,24,26.0,12750,0,0
F,DE,S,Y,21,25.0,110,0,110
F,NH,M,N,20,0.0,0,0,0
M,ND,M,N,27,12.0,0,6600,0
F,CT,S,N,11,26.0,12750,0,0
F,TX,S,Y,9,0.0,0,0,0
M,NY,S,N,1,21.0,0,0,0
M,VA,M,N,25,30.0,0,1800,0
M,SD,M,N,3,0.0,0,0,0
M,ME,M,Y,25,45.0,0,5700,2850
F,GA,M,Y,42,32.0,0,5400,3000
F,NH,M,Y,13,0.0,0,0,0
M,OR,S,Y,46,48.0,159,0,159
M,LA,M,Y,8,19.0,0,9000,1000
M,AZ,M,Y,31,19.0,0,4200,2300
F,UT,M,N,1,35.0,0,4950,0
F,GA,S,N,24,32.0,2700,0,0
F,TN,S,N,33,0.0,0,0,0
F,NM,M,Y,19,28.0,0,6600,3300
F,NV,M,Y,35,0.0,0,0,0
